#OTU ID	Taxonomy	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK100	BRK101	BRK102	BRK103	BRK104	BRK105	BRK106	BRK107	BRK108	BRK109	BRK11	BRK110	BRK111	BRK112	BRK113	BRK114	BRK115	BRK116	BRK117	BRK118	BRK119	BRK12	BRK120	BRK121	BRK122	BRK123	BRK124	BRK125	BRK126	BRK127	BRK128	BRK129	BRK13	BRK130	BRK131	BRK132	BRK133	BRK134	BRK135	BRK136	BRK137	BRK138	BRK139	BRK14	BRK140	BRK141	BRK142	BRK143	BRK144	BRK145	BRK147	BRK148	BRK149	BRK15	BRK150	BRK151	BRK152	BRK154	BRK155	BRK156	BRK157	BRK158	BRK159	BRK16	BRK160	BRK161	BRK162	BRK164	BRK165	BRK166	BRK167	BRK168	BRK169	BRK17	BRK171	BRK172	BRK173	BRK174	BRK175	BRK176	BRK177	BRK178	BRK179	BRK18	BRK180	BRK181	BRK182	BRK183	BRK184	BRK185	BRK186	BRK187	BRK188	BRK189	BRK19	BRK190	BRK191	BRK192	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK79	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96	BRK97	BRK98	BRK99
OTU_1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured;s__uncultured_bacterium	1	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	11	2	0	3	0	3	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	2	1	7	1	0	3	1	1	1	0	0	0	1	1	0	1	9	0	0	0	1	2	1	4	0	2	7	0	0	0	0	3	4	2	0	0	0	0	0	0	1	1	1	0	1	3	1	1	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0
OTU_3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011;s__uncultured_bacterium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0	3	2	0	0	1	0	0	0	2	2	0	3	1	1	0	4	4	2	4	3	3	0	0	5	2	3	5	2	1	2	2	0	3	0	0	0	2	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	2	0	0	0	1	0	1	1	0	0	1	0	0	2	1	6	1	1	1	1	0	1	1	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	3	0	0	0	8	3	3	2	1	0	6	4	2	3	3	7	7	3	2	1	0	1	9	0	0	5	5	6	3	1	4	7	7	0	3	3	0	2	1	1	3	2	4	2	1	2	4	1	3	3	0	0	0	2	5	1	0	2	3	0	3	8	1	2	4	0	0	3	0	1	1	1
OTU_5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	13	11	44	3	3	12	0	11	3	19	1	42	6	0	11	1	4	15	9	8	35	1	1	0	68	23	63	115	6	23	80	14	0	4	7	9	6	27	0	5	0	4	6	5	6	5	2	2	0	0	0	0	0	7	0	4	0	75	1	5	1	0	0	8	1	2	0	2	0	3	4	7	0	22	3	0	0	61	83	66	20	0	0	4	25	17	15	0	0	0	1	3	1	3	3	0	0	0	0	1	1	0	0	7	6	62	28	0	2	7	2	44	1	28	1	84	53	8	34	0	11	16	6	7	0	2	0	0	5	5	10	1	2	10	37	35	0	40	3	4	1	1	53	6	21	5	3	3	12	6	3	2	2	5	30	1	3	3	3	77	1	4	0	2	0	0	0	0	2	9	8	5	0	0	2	6	13	6	5	19	1	0	17	37	2	2	1	13
OTU_6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__uncultured_bacterium	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	2	11	0	1	0	0	4	0	0	2	22	4	0	1	0	0	0	0	7	14	12	8	0	3	0	1	0	13	2	7	0	0	0	1	0	0	2	0	0	4	0	0	0	1	0	0	0	0	15	4	1	0	0	1	0	9	1	0	9	0	0	17	14	14	0	0	0	1	5	1	9	0	0	0	0	0	0	0	4	1	1	2	1	0	0	0	0	17	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9
OTU_7	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__uncultured_bacterium	0	16	0	1	5	8	7	7	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	13	0	0	0	2	10	10	0	0	5	6	3	22	9	10	0	7	0	0	0	1	2	5	6	13	42	0	2	6	0	0	0	0	2	3	3	3	0	0	1	3	0	0	2	0	0	0	0	4	0	16	2	23	0	24	0	0	0	2	0	1	29	0	0	2	4	0	11	0	2	4	5	2	0	0	1	1	0	0	0	0	0	0	1
OTU_8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	1	1	0	6	2	9	3	4	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	3	13	1	0	0	1	0	0	1	2	1	0	5	19	4	0	0	1	2	2	15	34	5	0	2	0	0	0	0	25	13	0	1	1	0	4	17	0	2	3	0	2	0	0	0	2	0	0	0	0	8	0	0	0	0	0	3	0	1	2	1	2	5	0	0	0	1	0	3	0	0	0	15	0	0	0	0	0	0	1
OTU_9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	2	3	1	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	3	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0
OTU_10	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uncultured_bacterium	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	5	1	1	3	1	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	1	1	0	5	0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_11	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_pentosaceus	0	0	0	0	0	0	1	0	1	0	0	1	0	0	5	3	4	0	5	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	4	1	4	10	0	0	0	5	0	19	1	10	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	25	1	0	0	2	2	5	0	0	0	0	0	1	2	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_12	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__uncultured_organism	1	3	0	2	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	4	1	0	0	0	0	1	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_13	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Lactobacillus_reuteri	1	0	1	0	0	0	0	0	0	2	2	12	8	3	26	9	33	25	8	5	0	19	0	5	14	1	1	1	42	0	0	0	0	5	28	9	143	20	2	104	3	5	0	91	48	130	0	43	3	40	5	0	12	1	1	62	5	0	1	82	66	30	7	1	110	151	68	7	9	134	9	11	82	0	3	41	1	1	5	4	0	0	68	0	2	35	32	5	2	5	72	54	28	0	83	6	57	30	3	6	11	8	5	0	0	0	0	6	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	76	4	46
OTU_14	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__uncultured_bacterium	0	4	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	2	2	0	0	3	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_15	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lactobacillus_paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0
OTU_16	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	14	2	0	1	1	1	0	0	0	0	0	15	3	0	0	7	3	1	0	0	1	1	7	1	0	6	0	7	0	0	0	8	0	0	0	1	0	1	0	0	0	2	13	0	0	0	12	3	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
OTU_17	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_18	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_organism	92	37	16	5	1	18	22	66	10	15	1	1	1	0	0	1	0	2	0	0	5	0	0	0	3	5	13	12	0	1	6	33	0	1	1	3	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	9	1	1	0	3	3	7	0	0	0	5	2	1	1	0	0	1	0	2	0	56	0	0	0	0	0	0	0	0	1	0	22	10	4	0	1	16	86	5	0	3	6	12	6	7	8	0	17	7	10	3	0	4	1	11	9	14	1	6	6	3	7	4	2	14	3	18	1	4	5	0	11	0	0	1	0	3	10	1	17	4	3	3	0	0	1	4	0	0	0	5	1	1	6	0	0	2	2	2	0	1	5	11	9	8	1	1	5	4	3	4	1	0	0	0
OTU_19	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__;g__;s__uncultured_bacterium	13	1	3	7	2	0	0	13	17	20	1	6	3	1	2	0	0	2	1	1	0	2	0	0	0	0	0	0	3	0	0	3	0	4	0	1	0	2	0	0	1	1	0	1	2	0	2	0	2	1	3	1	0	1	1	2	2	0	0	1	2	0	3	2	1	1	4	3	3	2	1	12	0	0	0	2	5	2	19	6	0	0	0	13	0	0	0	0	0	3	1	3	2	8	1	0	1	0	0	0	4	2	0	0	1	0	0	0	4	1	4	0	0	1	0	0	1	2	4	0	0	0	1	1	0	2	1	2	1	0	0	6	11	3	0	0	0	0	1	10	1	2	1	0	0	1	2	1	1	0	5	8	8	3	0	1	0	1	1	0	0	0	0	0	1	0	4	1	0	0	3	2	2	1	2	12	1	6	2	2	1	0	0	0	0	6	3	0
OTU_20	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium	15	6	11	9	0	4	3	7	13	12	1	1	0	0	0	0	0	4	3	2	3	0	1	0	5	3	14	17	1	4	14	4	0	1	1	0	3	3	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	6	0	1	0	0	0	8	0	0	0	0	0	2	1	2	0	4	0	0	2	4	5	8	4	0	0	8	0	4	2	0	0	0	1	2	1	5	0	0	0	1	0	0	0	0	0	3	1	10	6	0	3	2	0	2	0	2	2	6	9	3	9	3	6	17	8	22	0	8	2	23	9	0	6	3	5	3	7	4	1	5	1	3	4	6	13	0	2	0	8	6	15	1	13	15	1	13	4	1	1	4	0	5	0	0	0	0	1	1	12	0	0	2	4	0	1	0	0	4	1	1	0	2	0	1	1	5	0	0	1	1
OTU_21	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	16	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0	0	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	5	0	1	1	0	0	0	0	2	4	6	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_23	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__uncultured_organism	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	3	6	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_24	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	13	2	48	49	0	0	1	15	52	43	1	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	19	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	73	0	0	0	2	0	0	0	2	0	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	29	0	21	0	0	0	0	10	5	76	25	0	1	38	15	4	4	6	14	154	29	0	20	0	5	7	0	0	0	0	0	385	95	1	0	0	0	9	11	88	56	0	112	170	404	75	1	89	6	187	2	0	0	1	13	25	0	0	501	68	112	0	46	2	170	2	30	16	0	2	348	351	1	61	0	0	1	0	2	0
OTU_25	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__uncultured_bacterium	1	0	0	0	0	0	1	1	2	0	166	2	15	50	14	9	16	9	0	151	0	101	0	12	6	1	1	1	41	0	0	0	0	271	18	9	8	6	101	5	372	8	0	79	29	21	142	11	72	58	127	16	29	0	3	20	98	0	0	8	10	14	138	0	29	58	24	35	165	49	25	23	13	1	2	133	18	0	13	4	0	2	8	0	2	16	10	260	3	104	20	44	16	0	9	11	23	16	98	133	43	141	39	0	0	1	0	2	1	0	0	0	4	0	0	1	0	1	0	0	1	0	1	1	2	4	3	2	4	0	2	1	0	2	0	0	1	0	1	37	74	1	1	1	0	2	8	3	1	0	1	2	92	2	0	0	1	12	1	0	2	0	4	1	1	1	0	0	1	0	1	0	0	0	3	1	1	1	1	1	1	1	0	0	1	24	35	3
OTU_26	k__Bacteria;p__Firmicutes;c__Negativicutes	1	4	0	0	0	1	2	0	1	0	3	0	11	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	2	2	5	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	5	0	3	0	14	15	17	17	9	3	1	37	23	8	0	0	0	1	10	2	2	2	2	7	6	0	3	17	2	0	1	1	1	0	1	3	12	4	11	0	0	13	21	31	9	4	0	0	35	4	1	13	0	10	18	5	8	3	0	0	14	0	0	0	0	1	2	0
OTU_27	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group	2	0	1	3	2	0	0	20	2	2	0	2	1	0	2	1	0	1	1	2	11	0	0	0	4	2	3	4	0	3	2	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	6	1	0	0	0	9	3	1	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	7	3	0	3	0	2	15	3	15	1	4	4	7	2	0	2	6	3	29	1	7	2	3	4	1	2	0	1	0	5	1	6	4	0	0	1	1	0	2	0	2	0	1	0	1	2	0	0	0	5	0	1	6	5	0	0	6	1	4	2	4	0	0	0	13	3	0	5	1	2	0	0	0	2	0	0	1	2
OTU_28	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__;g__;s__uncultured_bacterium	21	6	27	25	16	13	15	44	49	65	2	16	5	4	13	0	3	0	0	6	2	3	1	8	2	0	0	1	16	0	1	137	1	16	0	0	0	14	4	1	3	1	0	3	7	3	10	3	3	3	17	7	1	7	0	7	7	0	1	6	6	5	4	19	2	0	16	19	14	6	0	32	0	4	4	15	28	12	69	32	0	1	2	39	0	4	0	4	0	8	3	5	8	21	1	0	5	1	1	0	11	11	2	0	14	0	0	0	21	16	21	0	1	0	3	10	9	6	13	0	44	9	2	5	3	3	3	1	12	8	2	38	25	1	1	0	0	17	33	26	3	16	10	11	5	1	7	1	7	0	15	16	20	4	2	1	5	7	4	0	1	3	3	8	16	12	11	4	1	16	5	56	2	14	5	56	35	20	7	5	15	5	0	0	0	14	8	3
OTU_29	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	1	0	5	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
